device_id,timestamp,temperature_c,battery_level_v,signal_strength_dbm,packet_loss_pct,encryption_latency_ms,failure_risk
RADIO_006,2026-08-20 05:29:05,34.97,11.06,-56.79,0.56,19.45,0
RADIO_006,2026-08-20 06:29:05,35.93,11.06,-72.09,0.46,19.22,0
RADIO_006,2026-08-20 07:29:05,35.1,11.06,-67.44,1.01,22.98,0
RADIO_006,2026-08-20 08:29:05,34.63,11.06,-61.33,0.94,16.45,0
RADIO_006,2026-08-20 09:29:05,35.2,11.05,-73.45,1.12,19.31,0
RADIO_006,2026-08-20 10:29:05,32.13,11.05,-64.05,1.33,20.01,0
RADIO_006,2026-08-20 11:29:05,35.52,11.05,-63.61,1.73,21.35,0
RADIO_006,2026-08-20 12:29:05,32.13,11.05,-71.3,0.21,15.18,0
RADIO_006,2026-08-20 13:29:05,35.43,11.05,-70.76,1.42,23.36,0
RADIO_006,2026-08-20 14:29:05,36.83,11.04,-70.64,1.03,17.54,0
RADIO_006,2026-08-20 15:29:05,32.36,11.04,-66.05,1.44,17.93,0
RADIO_006,2026-08-20 16:29:05,34.92,11.04,-65.43,0.21,17.88,0
RADIO_006,2026-08-20 17:29:05,36.59,11.04,-71.03,1.24,20.85,0
RADIO_006,2026-08-20 18:29:05,33.01,11.04,-64.37,0.97,19.28,0
RADIO_006,2026-08-20 19:29:05,35.96,11.03,-62.29,1.1,20.03,0
RADIO_006,2026-08-20 20:29:05,36.21,11.03,-65.46,0.92,18.54,0
RADIO_006,2026-08-20 21:29:05,34.48,11.03,-62.09,0.94,20.52,0
RADIO_006,2026-08-20 22:29:05,33.43,11.03,-64.86,0.72,21.95,0
RADIO_006,2026-08-20 23:29:05,36.56,11.03,-61.04,0.67,18.15,0
RADIO_006,2026-08-21 00:29:05,32.3,11.02,-64.48,1.59,22.18,0
RADIO_006,2026-08-21 01:29:05,32.9,11.02,-73.85,1.56,21.53,0
RADIO_006,2026-08-21 02:29:05,33.14,11.02,-62.2,1.89,18.45,0
RADIO_006,2026-08-21 03:29:05,37.47,11.02,-61.49,0.91,18.57,0
RADIO_006,2026-08-21 04:29:05,35.25,11.02,-74.07,0.93,18.51,0
RADIO_006,2026-08-21 05:29:05,36.96,11.01,-65.31,1.36,24.98,0
RADIO_006,2026-08-21 06:29:05,33.77,11.01,-61.87,0.63,21.14,0
RADIO_006,2026-08-21 07:29:05,35.29,11.01,-63.57,1.18,18.73,0
RADIO_006,2026-08-21 08:29:05,35.89,11.01,-64.57,1.34,21.77,0
RADIO_006,2026-08-21 09:29:05,35.05,11.01,-66.05,0.45,22.15,0
RADIO_006,2026-08-21 10:29:05,35.54,11.0,-62.28,1.53,16.88,0
RADIO_006,2026-08-21 11:29:05,35.35,11.0,-58.64,1.19,18.25,0
RADIO_006,2026-08-21 12:29:05,32.46,11.0,-62.82,1.53,21.78,0
RADIO_006,2026-08-21 13:29:05,33.26,11.0,-65.92,0.84,22.36,0
RADIO_006,2026-08-21 14:29:05,34.15,11.0,-64.51,1.24,16.33,0
RADIO_006,2026-08-21 15:29:05,33.34,10.99,-57.78,0.41,20.1,0
RADIO_006,2026-08-21 16:29:05,34.76,10.99,-61.86,1.0,19.23,0
RADIO_006,2026-08-21 17:29:05,36.18,10.99,-72.22,0.73,17.46,0
RADIO_006,2026-08-21 18:29:05,34.73,10.99,-63.52,1.21,22.38,0
RADIO_006,2026-08-21 19:29:05,34.9,10.99,-55.02,1.08,21.98,0
RADIO_006,2026-08-21 20:29:05,36.79,10.98,-61.55,1.01,18.1,0
RADIO_006,2026-08-21 21:29:05,36.84,10.98,-63.88,1.01,19.93,0
RADIO_006,2026-08-21 22:29:05,35.18,10.98,-69.34,1.15,20.27,0
RADIO_006,2026-08-21 23:29:05,35.43,10.98,-72.11,0.62,21.03,0
RADIO_006,2026-08-22 00:29:05,38.59,10.98,-70.17,0.27,18.44,0
RADIO_006,2026-08-22 01:29:05,31.55,10.97,-52.62,1.4,20.02,0
RADIO_006,2026-08-22 02:29:05,34.94,10.97,-68.79,1.34,21.15,0
RADIO_006,2026-08-22 03:29:05,34.36,10.97,-58.49,0.73,22.28,0
RADIO_006,2026-08-22 04:29:05,35.52,10.97,-53.48,0.9,17.43,0
RADIO_006,2026-08-22 05:29:05,33.52,10.97,-55.0,1.03,17.29,0
RADIO_006,2026-08-22 06:29:05,36.39,10.96,-67.4,1.25,21.58,0
RADIO_006,2026-08-22 07:29:05,36.36,10.96,-67.09,0.56,18.47,0
RADIO_006,2026-08-22 08:29:05,34.73,10.96,-65.41,1.68,17.85,0
RADIO_006,2026-08-22 09:29:05,34.07,10.96,-71.43,1.49,18.43,0
RADIO_006,2026-08-22 10:29:05,36.36,10.96,-73.73,0.81,22.02,0
RADIO_006,2026-08-22 11:29:05,35.37,10.95,-66.2,1.02,21.8,0
RADIO_006,2026-08-22 12:29:05,35.24,10.95,-58.52,1.36,20.64,0
RADIO_006,2026-08-22 13:29:05,34.92,10.95,-71.69,1.92,21.39,0
RADIO_006,2026-08-22 14:29:05,36.41,10.95,-68.12,0.41,20.27,0
RADIO_006,2026-08-22 15:29:05,37.26,10.95,-67.11,0.01,20.59,0
RADIO_006,2026-08-22 16:29:05,32.48,10.94,-58.44,1.19,19.13,0
RADIO_006,2026-08-22 17:29:05,35.15,10.94,-61.23,0.85,16.6,0
RADIO_006,2026-08-22 18:29:05,33.07,10.94,-63.7,0.0,20.86,0
RADIO_006,2026-08-22 19:29:05,37.94,10.94,-63.82,0.45,18.56,0
RADIO_006,2026-08-22 20:29:05,38.79,10.94,-65.04,0.92,22.64,0
RADIO_006,2026-08-22 21:29:05,34.0,10.93,-59.55,1.08,17.03,0
RADIO_006,2026-08-22 22:29:05,36.52,10.93,-68.65,1.04,18.3,0
RADIO_006,2026-08-22 23:29:05,36.0,10.93,-64.17,0.4,21.39,0
RADIO_006,2026-08-23 00:29:05,36.39,10.93,-63.06,0.76,18.41,0
RADIO_006,2026-08-23 01:29:05,33.89,10.93,-60.2,0.93,20.5,0
RADIO_006,2026-08-23 02:29:05,36.0,10.92,-60.06,1.22,18.84,0
RADIO_006,2026-08-23 03:29:05,34.77,10.92,-66.61,0.8,20.96,0
RADIO_006,2026-08-23 04:29:05,34.43,10.92,-63.69,2.07,22.05,0
RADIO_006,2026-08-23 05:29:05,35.21,10.92,-55.16,0.66,19.46,0
RADIO_006,2026-08-23 06:29:05,34.74,10.92,-66.61,2.21,23.31,0
RADIO_006,2026-08-23 07:29:05,36.26,10.91,-60.23,0.69,19.92,0
RADIO_006,2026-08-23 08:29:05,37.16,10.91,-67.17,1.43,15.27,0
RADIO_006,2026-08-23 09:29:05,36.09,10.91,-71.0,0.95,20.04,0
RADIO_006,2026-08-23 10:29:05,30.61,10.91,-65.88,0.93,19.19,0
RADIO_006,2026-08-23 11:29:05,36.41,10.91,-67.57,0.83,21.32,0
RADIO_006,2026-08-23 12:29:05,36.48,10.9,-61.14,0.71,20.84,0
RADIO_006,2026-08-23 13:29:05,34.07,10.9,-64.63,1.39,14.74,0
RADIO_006,2026-08-23 14:29:05,34.26,10.9,-73.79,1.13,19.85,0
RADIO_006,2026-08-23 15:29:05,34.59,10.9,-56.88,1.03,20.65,0
RADIO_006,2026-08-23 16:29:05,36.13,10.9,-60.72,0.62,20.41,0
RADIO_006,2026-08-23 17:29:05,33.52,10.89,-60.21,0.8,23.46,0
RADIO_006,2026-08-23 18:29:05,34.03,10.89,-67.58,0.77,21.99,0
RADIO_006,2026-08-23 19:29:05,34.57,10.89,-55.66,0.78,15.98,0
RADIO_006,2026-08-23 20:29:05,37.29,10.89,-62.24,0.55,21.66,0
RADIO_006,2026-08-23 21:29:05,36.32,10.89,-66.64,0.54,23.67,0
RADIO_006,2026-08-23 22:29:05,36.66,10.88,-64.8,1.1,20.21,0
RADIO_006,2026-08-23 23:29:05,37.15,10.88,-56.11,1.03,18.89,0
RADIO_006,2026-08-24 00:29:05,34.51,10.88,-63.95,0.82,21.12,0
RADIO_006,2026-08-24 01:29:05,31.81,10.88,-65.98,1.45,20.69,0
RADIO_006,2026-08-24 02:29:05,38.6,10.88,-64.01,1.27,22.42,0
RADIO_006,2026-08-24 03:29:05,36.61,10.87,-67.29,1.16,17.59,0
RADIO_006,2026-08-24 04:29:05,36.66,10.87,-73.5,1.05,18.55,0
RADIO_006,2026-08-24 05:29:05,33.69,10.87,-61.66,1.25,19.06,0
RADIO_006,2026-08-24 06:29:05,36.74,10.87,-67.22,0.96,22.52,0
RADIO_006,2026-08-24 07:29:05,33.96,10.87,-73.38,0.89,21.06,0
RADIO_006,2026-08-24 08:29:05,33.26,10.86,-63.04,1.25,19.59,0
RADIO_006,2026-08-24 09:29:05,35.5,10.86,-60.55,0.99,19.33,0
RADIO_006,2026-08-24 10:29:05,32.51,10.86,-72.98,1.48,20.29,0
RADIO_006,2026-08-24 11:29:05,34.13,10.86,-69.49,1.26,19.33,0
RADIO_006,2026-08-24 12:29:05,39.81,10.86,-67.27,0.09,23.94,0
RADIO_006,2026-08-24 13:29:05,37.93,10.85,-62.92,0.99,18.58,0
RADIO_006,2026-08-24 14:29:05,36.66,10.85,-60.61,0.16,21.77,0
RADIO_006,2026-08-24 15:29:05,35.31,10.85,-64.33,1.15,19.15,0
RADIO_006,2026-08-24 16:29:05,36.89,10.85,-72.39,1.8,17.0,0
RADIO_006,2026-08-24 17:29:05,35.49,10.85,-61.42,0.55,20.27,0
RADIO_006,2026-08-24 18:29:05,31.26,10.84,-68.08,1.1,19.47,0
RADIO_006,2026-08-24 19:29:05,33.9,10.84,-61.3,1.34,15.91,0
RADIO_006,2026-08-24 20:29:05,36.35,10.84,-70.31,1.83,21.47,0
RADIO_006,2026-08-24 21:29:05,34.03,10.84,-60.16,0.78,23.86,0
RADIO_006,2026-08-24 22:29:05,32.66,10.84,-59.44,0.3,17.34,0
RADIO_006,2026-08-24 23:29:05,34.44,10.83,-64.49,0.66,19.68,0
RADIO_006,2026-08-25 00:29:05,34.93,10.83,-65.15,1.39,22.54,0
RADIO_006,2026-08-25 01:29:05,34.83,10.83,-60.0,2.25,21.04,0
RADIO_006,2026-08-25 02:29:05,37.71,10.83,-69.05,1.18,22.24,0
RADIO_006,2026-08-25 03:29:05,32.61,10.83,-69.52,1.25,17.6,0
RADIO_006,2026-08-25 04:29:05,30.1,10.82,-69.21,0.72,19.26,0
RADIO_006,2026-08-25 05:29:05,34.99,10.82,-60.35,1.72,23.16,0
RADIO_006,2026-08-25 06:29:05,34.2,10.82,-62.98,1.13,21.79,0
RADIO_006,2026-08-25 07:29:05,35.21,10.82,-66.93,1.19,18.97,0
RADIO_006,2026-08-25 08:29:05,36.59,10.82,-61.08,1.49,23.36,0
RADIO_006,2026-08-25 09:29:05,35.77,10.81,-65.6,1.02,18.03,0
RADIO_006,2026-08-25 10:29:05,38.78,10.81,-59.79,0.6,20.85,0
RADIO_006,2026-08-25 11:29:05,35.55,10.81,-58.22,0.84,19.58,0
RADIO_006,2026-08-25 12:29:05,32.8,10.81,-70.17,2.15,20.55,0
RADIO_006,2026-08-25 13:29:05,36.23,10.81,-59.34,1.04,15.4,0
RADIO_006,2026-08-25 14:29:05,33.54,10.8,-57.22,1.11,18.35,0
RADIO_006,2026-08-25 15:29:05,34.38,10.8,-66.83,0.29,17.56,0
RADIO_006,2026-08-25 16:29:05,40.18,10.8,-63.81,1.14,19.41,0
RADIO_006,2026-08-25 17:29:05,34.35,10.8,-64.85,1.47,17.02,0
RADIO_006,2026-08-25 18:29:05,37.85,10.8,-68.9,1.37,20.22,0
RADIO_006,2026-08-25 19:29:05,34.67,10.79,-57.6,1.09,19.54,0
RADIO_006,2026-08-25 20:29:05,32.73,10.79,-63.4,0.76,21.7,0
RADIO_006,2026-08-25 21:29:05,33.49,10.79,-67.9,0.88,20.43,0
RADIO_006,2026-08-25 22:29:05,33.65,10.79,-73.28,1.73,23.59,0
RADIO_006,2026-08-25 23:29:05,33.62,10.79,-61.81,1.44,19.08,0
RADIO_006,2026-08-26 00:29:05,34.33,10.78,-65.34,2.09,21.51,0
RADIO_006,2026-08-26 01:29:05,33.17,10.78,-74.21,0.62,18.3,0
RADIO_006,2026-08-26 02:29:05,33.66,10.78,-63.65,1.43,20.13,0
RADIO_006,2026-08-26 03:29:05,35.21,10.78,-61.37,1.22,20.74,0
RADIO_006,2026-08-26 04:29:05,36.19,10.78,-63.85,1.34,15.65,0
RADIO_006,2026-08-26 05:29:05,33.27,10.77,-66.41,0.73,23.82,0
RADIO_006,2026-08-26 06:29:05,33.28,10.77,-65.51,0.19,20.08,0
RADIO_006,2026-08-26 07:29:05,35.09,10.77,-60.75,0.88,19.66,0
RADIO_006,2026-08-26 08:29:05,31.19,10.77,-60.85,0.23,17.6,0
RADIO_006,2026-08-26 09:29:05,33.24,10.77,-75.07,1.0,21.87,0
RADIO_006,2026-08-26 10:29:05,37.5,10.76,-71.96,0.76,19.91,0
RADIO_006,2026-08-26 11:29:05,29.33,10.76,-56.48,1.54,21.88,0
RADIO_006,2026-08-26 12:29:05,34.14,10.76,-63.12,0.71,20.68,0
RADIO_006,2026-08-26 13:29:05,36.04,10.76,-54.92,1.49,20.64,0
RADIO_006,2026-08-26 14:29:05,34.65,10.76,-70.97,0.59,20.71,0
RADIO_006,2026-08-26 15:29:05,34.01,10.75,-63.66,1.12,20.41,0
RADIO_006,2026-08-26 16:29:05,35.05,10.75,-62.67,1.67,21.06,0
RADIO_006,2026-08-26 17:29:05,33.11,10.75,-58.89,2.36,19.97,0
RADIO_006,2026-08-26 18:29:05,34.46,10.75,-71.42,1.27,18.54,0
RADIO_006,2026-08-26 19:29:05,36.27,10.75,-55.27,0.94,21.73,0
RADIO_006,2026-08-26 20:29:05,34.66,10.74,-73.85,0.88,22.39,0
RADIO_006,2026-08-26 21:29:05,34.97,10.74,-64.29,2.06,23.59,0
RADIO_006,2026-08-26 22:29:05,37.56,10.74,-68.01,0.85,20.77,0
RADIO_006,2026-08-26 23:29:05,37.15,10.74,-65.89,0.69,21.48,0
RADIO_006,2026-08-27 00:29:05,36.13,10.74,-67.63,1.02,19.37,0
RADIO_006,2026-08-27 01:29:05,31.23,10.73,-59.83,1.79,17.72,0
RADIO_006,2026-08-27 02:29:05,35.89,10.73,-62.87,2.07,22.65,0
RADIO_006,2026-08-27 03:29:05,35.24,10.73,-59.46,0.53,18.25,0
RADIO_006,2026-08-27 04:29:05,35.2,10.73,-67.53,1.39,20.66,0
RADIO_006,2026-08-27 05:29:05,36.81,10.73,-66.74,0.86,22.69,0
RADIO_006,2026-08-27 06:29:05,36.73,10.72,-65.34,1.22,27.47,0
RADIO_006,2026-08-27 07:29:05,35.65,10.72,-60.21,1.42,18.69,0
RADIO_006,2026-08-27 08:29:05,33.79,10.72,-70.38,1.88,16.88,0
RADIO_006,2026-08-27 09:29:05,35.57,10.72,-53.35,1.05,21.99,0
RADIO_006,2026-08-27 10:29:05,37.11,10.72,-73.22,1.53,20.24,0
RADIO_006,2026-08-27 11:29:05,32.67,10.71,-56.32,1.16,20.67,0
RADIO_006,2026-08-27 12:29:05,35.94,10.71,-69.54,0.43,21.58,0
RADIO_006,2026-08-27 13:29:05,33.35,10.71,-59.72,0.42,20.0,0
RADIO_006,2026-08-27 14:29:05,34.41,10.71,-69.96,0.71,23.01,0
RADIO_006,2026-08-27 15:29:05,38.47,10.71,-72.45,1.67,21.15,0
RADIO_006,2026-08-27 16:29:05,34.94,10.7,-70.71,0.93,19.0,0
RADIO_006,2026-08-27 17:29:05,33.76,10.7,-71.34,1.41,19.41,0
RADIO_006,2026-08-27 18:29:05,36.24,10.7,-56.49,0.83,19.78,0
RADIO_006,2026-08-27 19:29:05,33.72,10.7,-59.29,0.37,21.02,0
RADIO_006,2026-08-27 20:29:05,36.52,10.7,-58.64,1.22,14.74,0
RADIO_006,2026-08-27 21:29:05,33.83,10.69,-55.66,1.32,20.72,0
RADIO_006,2026-08-27 22:29:05,32.95,10.69,-62.63,1.6,19.51,0
RADIO_006,2026-08-27 23:29:05,35.46,10.69,-65.04,0.87,17.07,0
RADIO_006,2026-08-28 00:29:05,35.52,10.69,-73.15,1.14,20.27,0
RADIO_006,2026-08-28 01:29:05,33.06,10.69,-60.4,1.4,21.76,0
RADIO_006,2026-08-28 02:29:05,35.83,10.68,-63.55,0.36,20.74,0
RADIO_006,2026-08-28 03:29:05,38.31,10.68,-64.83,0.62,18.63,0
RADIO_006,2026-08-28 04:29:05,34.81,10.68,-65.82,0.63,19.82,0
RADIO_006,2026-08-28 05:29:05,39.8,10.68,-71.01,0.6,18.7,0
RADIO_006,2026-08-28 06:29:05,33.87,10.68,-68.1,1.21,23.35,0
RADIO_006,2026-08-28 07:29:05,37.43,10.67,-63.11,0.65,17.0,0
RADIO_006,2026-08-28 08:29:05,38.55,10.67,-69.18,0.6,19.71,0
RADIO_006,2026-08-28 09:29:05,35.6,10.67,-65.64,0.55,19.3,0
RADIO_006,2026-08-28 10:29:05,37.04,10.67,-69.35,1.63,19.05,0
RADIO_006,2026-08-28 11:29:05,30.85,10.67,-71.49,1.81,20.66,0
RADIO_006,2026-08-28 12:29:05,33.95,10.66,-52.21,1.86,22.61,0
RADIO_006,2026-08-28 13:29:05,35.0,10.66,-66.02,0.75,20.58,0
RADIO_006,2026-08-28 14:29:05,36.84,10.66,-66.42,1.71,19.87,0
RADIO_006,2026-08-28 15:29:05,34.25,10.66,-62.64,0.56,21.31,0
RADIO_006,2026-08-28 16:29:05,33.11,10.66,-62.19,1.07,20.83,0
RADIO_006,2026-08-28 17:29:05,35.89,10.65,-73.27,1.47,18.46,0
RADIO_006,2026-08-28 18:29:05,34.49,10.65,-62.52,0.72,18.99,0
RADIO_006,2026-08-28 19:29:05,34.16,10.65,-65.55,0.79,23.3,0
RADIO_006,2026-08-28 20:29:05,36.2,10.65,-62.87,0.84,18.37,0
RADIO_006,2026-08-28 21:29:05,38.4,10.65,-64.06,0.59,20.23,0
RADIO_006,2026-08-28 22:29:05,35.42,10.64,-67.92,0.11,20.21,0
RADIO_006,2026-08-28 23:29:05,38.64,10.64,-65.16,1.46,20.87,0
RADIO_006,2026-08-29 00:29:05,31.0,10.64,-61.9,0.56,20.67,0
RADIO_006,2026-08-29 01:29:05,35.75,10.64,-71.8,0.92,22.43,0
RADIO_006,2026-08-29 02:29:05,38.92,10.64,-67.47,0.9,21.0,0
RADIO_006,2026-08-29 03:29:05,33.98,10.63,-67.14,0.32,19.66,0
RADIO_006,2026-08-29 04:29:05,31.13,10.63,-64.7,0.75,19.14,0
RADIO_006,2026-08-29 05:29:05,36.75,10.63,-67.53,1.27,21.58,0
RADIO_006,2026-08-29 06:29:05,34.73,10.63,-61.66,1.12,17.39,0
RADIO_006,2026-08-29 07:29:05,34.1,10.63,-63.39,0.23,22.78,0
RADIO_006,2026-08-29 08:29:05,36.65,10.62,-68.29,1.25,17.8,0
RADIO_006,2026-08-29 09:29:05,35.1,10.62,-67.88,1.85,20.82,0
RADIO_006,2026-08-29 10:29:05,36.34,10.62,-75.0,1.2,21.29,0
RADIO_006,2026-08-29 11:29:05,36.29,10.62,-71.11,1.82,18.24,0
RADIO_006,2026-08-29 12:29:05,33.34,10.62,-59.87,1.0,21.36,0
RADIO_006,2026-08-29 13:29:05,37.64,10.61,-64.72,1.19,17.36,0
RADIO_006,2026-08-29 14:29:05,35.43,10.61,-67.5,1.38,17.52,0
RADIO_006,2026-08-29 15:29:05,30.7,10.61,-60.35,1.85,23.28,0
RADIO_006,2026-08-29 16:29:05,34.61,10.61,-66.06,1.21,15.23,0
RADIO_006,2026-08-29 17:29:05,32.95,10.61,-55.46,1.03,20.96,0
RADIO_006,2026-08-29 18:29:05,32.82,10.6,-59.68,1.29,17.18,0
RADIO_006,2026-08-29 19:29:05,31.5,10.6,-72.86,0.95,16.68,0
RADIO_006,2026-08-29 20:29:05,35.45,10.6,-56.95,0.9,19.15,0
RADIO_006,2026-08-29 21:29:05,35.78,10.6,-62.15,0.12,17.13,0
RADIO_006,2026-08-29 22:29:05,35.83,10.6,-59.84,0.93,24.17,0
RADIO_006,2026-08-29 23:29:05,33.38,10.59,-60.56,1.48,20.57,0
RADIO_006,2026-08-30 00:29:05,36.7,10.59,-71.23,1.58,21.16,0
RADIO_006,2026-08-30 01:29:05,34.7,10.59,-63.74,1.28,18.64,0
RADIO_006,2026-08-30 02:29:05,35.86,10.59,-64.84,1.33,20.97,0
RADIO_006,2026-08-30 03:29:05,34.9,10.59,-70.3,1.34,17.82,0
RADIO_006,2026-08-30 04:29:05,35.23,10.58,-65.12,0.91,22.75,0
RADIO_006,2026-08-30 05:29:05,37.45,10.58,-55.69,1.12,19.17,0
RADIO_006,2026-08-30 06:29:05,32.62,10.58,-69.21,0.74,19.03,0
RADIO_006,2026-08-30 07:29:05,31.82,10.58,-62.19,0.08,19.31,0
RADIO_006,2026-08-30 08:29:05,37.4,10.58,-64.07,1.6,23.1,0
RADIO_006,2026-08-30 09:29:05,35.23,10.57,-64.68,0.6,22.87,0
RADIO_006,2026-08-30 10:29:05,33.7,10.57,-64.89,0.85,16.55,0
RADIO_006,2026-08-30 11:29:05,36.85,10.57,-65.15,0.37,17.95,0
RADIO_006,2026-08-30 12:29:05,35.31,10.57,-70.29,0.52,18.31,0
RADIO_006,2026-08-30 13:29:05,33.8,10.57,-67.59,1.14,22.39,0
RADIO_006,2026-08-30 14:29:05,35.39,10.56,-64.88,1.48,22.06,0
RADIO_006,2026-08-30 15:29:05,33.08,10.56,-65.02,1.16,21.01,0
RADIO_007,2026-07-31 16:29:05,38.0,12.0,-68.81,0.96,19.92,0
RADIO_007,2026-07-31 17:29:05,33.94,12.0,-57.48,0.86,21.77,0
RADIO_007,2026-07-31 18:29:05,32.79,12.0,-63.43,1.27,21.28,0
RADIO_007,2026-07-31 19:29:05,34.82,11.99,-61.25,1.05,17.92,0
RADIO_007,2026-07-31 20:29:05,35.65,11.99,-59.36,0.74,19.5,0
RADIO_007,2026-07-31 21:29:05,36.79,11.99,-61.84,0.34,18.84,0
RADIO_007,2026-07-31 22:29:05,33.66,11.99,-67.66,1.07,19.98,0
RADIO_007,2026-07-31 23:29:05,38.05,11.99,-64.69,1.86,22.67,0
RADIO_007,2026-08-01 00:29:05,38.42,11.98,-67.16,0.98,22.33,0
RADIO_007,2026-08-01 01:29:05,35.31,11.98,-64.81,0.34,19.95,0
RADIO_007,2026-08-01 02:29:05,34.59,11.98,-73.93,1.18,20.23,0
RADIO_007,2026-08-01 03:29:05,33.55,11.98,-56.99,1.23,20.03,0
RADIO_007,2026-08-01 04:29:05,35.45,11.98,-67.69,0.86,20.06,0
RADIO_007,2026-08-01 05:29:05,34.12,11.97,-67.98,1.61,19.2,0
RADIO_007,2026-08-01 06:29:05,35.4,11.97,-66.34,1.11,19.63,0
RADIO_007,2026-08-01 07:29:05,36.73,11.97,-67.01,1.64,20.48,0
RADIO_007,2026-08-01 08:29:05,34.99,11.97,-67.64,0.95,17.71,0
RADIO_007,2026-08-01 09:29:05,35.89,11.97,-59.52,0.72,18.48,0
RADIO_007,2026-08-01 10:29:05,37.22,11.96,-72.66,0.59,21.11,0
RADIO_007,2026-08-01 11:29:05,34.41,11.96,-60.1,1.06,21.86,0
RADIO_007,2026-08-01 12:29:05,35.84,11.96,-70.8,1.43,19.67,0
RADIO_007,2026-08-01 13:29:05,34.31,11.96,-59.48,0.82,19.42,0
RADIO_007,2026-08-01 14:29:05,36.43,11.96,-73.2,0.93,21.47,0
RADIO_007,2026-08-01 15:29:05,36.34,11.95,-65.67,1.16,17.12,0
RADIO_007,2026-08-01 16:29:05,36.95,11.95,-68.03,1.55,19.61,0
RADIO_007,2026-08-01 17:29:05,36.26,11.95,-68.74,0.61,18.19,0
RADIO_007,2026-08-01 18:29:05,35.93,11.95,-73.03,1.38,18.42,0
RADIO_007,2026-08-01 19:29:05,34.91,11.95,-66.86,1.33,21.4,0
RADIO_007,2026-08-01 20:29:05,32.36,11.94,-62.72,1.11,18.21,0
RADIO_007,2026-08-01 21:29:05,35.06,11.94,-64.12,1.91,19.96,0
RADIO_007,2026-08-01 22:29:05,32.7,11.94,-72.43,0.62,16.79,0
RADIO_007,2026-08-01 23:29:05,32.99,11.94,-62.46,0.71,17.91,0
RADIO_007,2026-08-02 00:29:05,32.53,11.94,-67.33,1.19,22.47,0
RADIO_007,2026-08-02 01:29:05,36.32,11.93,-65.89,0.69,20.69,0
RADIO_007,2026-08-02 02:29:05,34.78,11.93,-67.0,0.7,21.83,0
RADIO_007,2026-08-02 03:29:05,32.23,11.93,-78.54,1.31,22.11,0
RADIO_007,2026-08-02 04:29:05,32.99,11.93,-67.21,0.77,20.88,0
RADIO_007,2026-08-02 05:29:05,38.27,11.93,-56.95,1.51,18.92,0
RADIO_007,2026-08-02 06:29:05,38.62,11.92,-59.77,0.54,17.85,0
RADIO_007,2026-08-02 07:29:05,36.12,11.92,-73.94,1.04,19.13,0
RADIO_007,2026-08-02 08:29:05,33.64,11.92,-75.0,0.58,18.95,0
RADIO_007,2026-08-02 09:29:05,34.3,11.92,-65.97,1.18,21.91,0
RADIO_007,2026-08-02 10:29:05,37.6,11.92,-65.69,1.74,20.07,0
RADIO_007,2026-08-02 11:29:05,35.6,11.91,-68.99,1.07,19.07,0
RADIO_007,2026-08-02 12:29:05,36.21,11.91,-61.46,1.85,22.22,0
RADIO_007,2026-08-02 13:29:05,33.28,11.91,-69.3,1.34,23.82,0
RADIO_007,2026-08-02 14:29:05,36.89,11.91,-71.55,0.84,19.24,0
RADIO_007,2026-08-02 15:29:05,34.26,11.91,-65.73,1.23,22.49,0
RADIO_007,2026-08-02 16:29:05,34.25,11.9,-62.75,0.32,17.66,0
RADIO_007,2026-08-02 17:29:05,32.89,11.9,-69.87,0.23,21.0,0
RADIO_007,2026-08-02 18:29:05,37.33,11.9,-68.36,1.31,19.09,0
RADIO_007,2026-08-02 19:29:05,35.92,11.9,-59.47,1.86,17.5,0
RADIO_007,2026-08-02 20:29:05,34.15,11.9,-67.89,1.51,16.0,0
RADIO_007,2026-08-02 21:29:05,32.92,11.89,-60.61,0.22,19.46,0
RADIO_007,2026-08-02 22:29:05,36.42,11.89,-59.54,1.69,22.41,0
RADIO_007,2026-08-02 23:29:05,36.57,11.89,-64.06,1.59,19.7,0
RADIO_007,2026-08-03 00:29:05,32.36,11.89,-69.42,0.23,16.59,0
RADIO_007,2026-08-03 01:29:05,31.46,11.89,-59.04,1.42,19.14,0
RADIO_007,2026-08-03 02:29:05,34.04,11.88,-70.19,1.22,22.9,0
RADIO_007,2026-08-03 03:29:05,40.76,11.88,-64.53,1.52,18.14,0
RADIO_007,2026-08-03 04:29:05,36.48,11.88,-65.12,0.87,20.96,0
RADIO_007,2026-08-03 05:29:05,34.83,11.88,-68.8,1.7,17.53,0
RADIO_007,2026-08-03 06:29:05,34.47,11.88,-70.7,1.49,19.03,0
RADIO_007,2026-08-03 07:29:05,31.64,11.87,-58.89,0.5,19.7,0
RADIO_007,2026-08-03 08:29:05,38.26,11.87,-67.08,0.15,18.09,0
RADIO_007,2026-08-03 09:29:05,34.23,11.87,-61.72,1.51,20.9,0
RADIO_007,2026-08-03 10:29:05,37.07,11.87,-70.66,1.51,20.52,0
RADIO_007,2026-08-03 11:29:05,34.07,11.87,-63.82,0.93,19.21,0
RADIO_007,2026-08-03 12:29:05,36.05,11.86,-67.76,0.7,24.85,0
RADIO_007,2026-08-03 13:29:05,36.67,11.86,-65.38,1.02,21.98,0
RADIO_007,2026-08-03 14:29:05,34.16,11.86,-62.83,1.52,19.09,0
RADIO_007,2026-08-03 15:29:05,35.41,11.86,-58.89,0.9,20.26,0
RADIO_007,2026-08-03 16:29:05,35.32,11.86,-66.91,0.66,19.15,0
